keyword,result_id,type,title,link,authors,journal,year,snippet,full_abstract,publication,cited_by,cited_by_link,related_pages_link,versions_link,pdf_url
Geographical tourism,XdQ_JqjxhZIJ,Pdf,Spa and wellness tourism in Slovakia (A geographical analysis),https://sciendo.com/2/v2/download/article/10.1515/cjot-2017-0002.pdf,"A Kasagranda, D Gurňák",Czech Journal of Tourism,2017,"… tion of spa and wellness tourism and its resorts in Slovakia. … geographic research in spa and wellness tourism in Slovakia, brief assessment of development of spa and wellness tourism, …",,"A Kasagranda, D Gurňák - Czech Journal of Tourism, 2017 - sciendo.com",64,"https://scholar.google.com/scholar?cites=10558110605938512989&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:XdQ_JqjxhZIJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=10558110605938512989&hl=en&num=20&as_sdt=0,48",https://sciendo.com/2/v2/download/article/10.1515/cjot-2017-0002.pdf
Geographical tourism,khx_bxbrP98J,Pdf,Geography and tourism,https://scholar.archive.org/work/jivezers7jd2hez44gso5fbtqi/access/wayback/https://almatourism.unibo.it/article/download/2475/1848,G Corna Pellegrini,Almatourism-Journal of Tourism,2012,"… The paper suggests that Tourism and Geography are closely intertwined, because tourists … , geographical interpretation and travel experience, were Geography and Tourism entwined in …",,"G Corna Pellegrini - Almatourism-Journal of Tourism, Culture …, 2012 - scholar.archive.org",11,"https://scholar.google.com/scholar?cites=16086834875583110290&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:khx_bxbrP98J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48",,https://scholar.archive.org/work/jivezers7jd2hez44gso5fbtqi/access/wayback/https://almatourism.unibo.it/article/download/2475/1848
Geographical tourism,jw44eW8MfMgJ,,Growing in sophistication: The application of geographical information systems in post-modern tourism marketing,https://www.tandfonline.com/doi/abs/10.1300/J073v07n01_05,"MP Elliott-White, M Finn",Journal of Travel & Tourism Marketing,1997,"… This paper reviews the role of GIS in tourism marketing in the context of these new developments, … We believe that geographical information systems offer considerable utility to tourism …",,"MP Elliott-White, M Finn - Journal of Travel & Tourism Marketing, 1997 - Taylor & Francis",93,"https://scholar.google.com/scholar?cites=14446435377612328591&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:jw44eW8MfMgJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=14446435377612328591&hl=en&num=20&as_sdt=0,48",
Geographical tourism,aR9SiJHyRxAJ,,Geographical research on international and domestic tourism,https://www.tandfonline.com/doi/abs/10.1080/08873638009478658,AW Carlson,Journal of Cultural Geography,1980,… Geography of International Tourism helped to make tourism a legitimate topic for study by American geographers. He pointed out that European geographers had long elevated tourism …,,"AW Carlson - Journal of Cultural Geography, 1980 - Taylor & Francis",45,"https://scholar.google.com/scholar?cites=1173172934824566633&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:aR9SiJHyRxAJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48",,
Geographical tourism,sJZoV1DRV-sJ,,Global geographical and scientometric analysis of tourism-themed research,https://link.springer.com/article/10.1007/s11192-015-1678-3,"S Zhang, P Lyu, Y Yan",Scientometrics,2015,"… , tourism demand forecasting, as well as tourism destination competitiveness are the research frontiers of Tourism … It showed that the geographical distribution of tourism research …",,"S Zhang, P Lyu, Y Yan - Scientometrics, 2015 - Springer",54,"https://scholar.google.com/scholar?cites=16958253064880953008&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:sJZoV1DRV-sJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=16958253064880953008&hl=en&num=20&as_sdt=0,48",
Geographical tourism,v7wZ5byh7q4J,,Tourist encounters,https://journals.sagepub.com/doi/abs/10.1177/146879760100100303,"D Crouch, L Aronsson, L Wahlström",Tourist studies,2001,… geography in understanding tourist practices as it allows us to concentrate on the process and content of tourists making their own lay geography … We discuss how time-geography can …,,"D Crouch, L Aronsson, L Wahlström - Tourist studies, 2001 - journals.sagepub.com",288,"https://scholar.google.com/scholar?cites=12605190239726189759&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:v7wZ5byh7q4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=12605190239726189759&hl=en&num=20&as_sdt=0,48",
Geographical tourism,G9HlSUdYVFoJ,Pdf,A geographical perspective on the impact of covid-19 on tourism demand in Romania,https://gtg.webhost.uoradea.ro/PDF/GTG-1-2024/gtg.52115-1192.pdf,"A Cehan, C Iaţu",Geo Journal of Tourism and Geosites,2024,"… the tourism sector and, in particular, on the tourism demand. Evaluating the degree to which tourism flows have been affected at different geographical … ’s impact on tourism activities for …",,"A Cehan, C Iaţu - Geo Journal of Tourism and Geosites, 2024 - gtg.webhost.uoradea.ro",13,"https://scholar.google.com/scholar?cites=6508924424662929691&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:G9HlSUdYVFoJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=6508924424662929691&hl=en&num=20&as_sdt=0,48",https://gtg.webhost.uoradea.ro/PDF/GTG-1-2024/gtg.52115-1192.pdf
Geographical tourism,mxeWJ5zP9tIJ,,Geographical rating in tourism development,https://www.sciencedirect.com/science/article/pii/026151779290053A,JP Lozato-Giotart,Tourism management,1992,… The concept of geographical tourism impact is of great … It is possible to arrive at a geographical carrying capacity … The spatial tourist intensity (STl) is found from the number of overnight …,,"JP Lozato-Giotart - Tourism management, 1992 - Elsevier",31,"https://scholar.google.com/scholar?cites=15201565861821683611&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:mxeWJ5zP9tIJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=15201565861821683611&hl=en&num=20&as_sdt=0,48",
Geographical tourism,IKK3sCJyJKAJ,,Tourism geography in the global South: new South African perspectives,https://journals.co.za/doi/abs/10.1080/03736245.2015.1034574,G Hoogendoorn,… African Geographical Journal= Suid-Afrikaanse …,2015,… of geographical authored contributions on tourism in … geographical serial as an important publishing outlet for research in tourism studies as a whole and for tourism geographical works …,,"G Hoogendoorn - … African Geographical Journal= Suid-Afrikaanse …, 2015 - journals.co.za",72,"https://scholar.google.com/scholar?cites=11539473638549332512&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:IKK3sCJyJKAJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=11539473638549332512&hl=en&num=20&as_sdt=0,48",https://www.researchgate.net/profile/Gijsbert-Hoogendoorn/publication/281369665_Tourism_geography_in_the_global_South_New_South_African_perspectives/links/5655a9a308aeafc2aabc8261/Tourism-geography-in-the-global-South-New-South-African-perspectives.pdf
Geographical tourism,HPMp5nC5lSgJ,,Problematizing the concept of tourism destination: An analysis of different theoretical approaches,https://journals.sagepub.com/doi/abs/10.1177/0047287510362775,"S Saraniemi, M Kylänen",Journal of travel research,2011,"… In Figure 1, we present a caricature-like illustration of the economic-geographical approach. It particularly focuses on analyzing the movement and development of the tourist masses, …",,"S Saraniemi, M Kylänen - Journal of travel research, 2011 - journals.sagepub.com",587,"https://scholar.google.com/scholar?cites=2924447427595989788&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:HPMp5nC5lSgJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=2924447427595989788&hl=en&num=20&as_sdt=0,48",https://www.academia.edu/download/100163508/saraniemi-2010-problematizing-the-concept-of-tourism-destination_an-analysis-of-different-theoretical-approaches.pdf
Geographical tourism,oB_3NmOICq4J,,Coastal tourism in South Africa: A geographical perspective,https://link.springer.com/chapter/10.1007/978-3-030-29377-2_13,"CM Rogerson, JM Rogerson",New directions in South African tourism …,2019,… an examination of coastal tourism in South Africa from a geographical perspective. At … tourism occurring in coastal areas is not merely that of 3S tourism or of associated marine tourism …,,"CM Rogerson, JM Rogerson - New directions in South African tourism …, 2019 - Springer",52,"https://scholar.google.com/scholar?cites=12540986072071872416&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:oB_3NmOICq4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=12540986072071872416&hl=en&num=20&as_sdt=0,48",
Geographical tourism,feXnYdxiwMIJ,,Slow tourism at the Caribbean's geographical margins,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315761572-9/slow-tourism-caribbean-geographical-margins-benjamin-timms-dennis-conway,"BF Timms, D Conway",… Tropical Coastal and Island Tourism …,2016,… To achieve this goal we propose slow tourism as a viable model for the Caribbean’s geographical margins with the same development potential as the philosophically related slow food …,,"BF Timms, D Conway - … Tropical Coastal and Island Tourism …, 2016 - taylorfrancis.com",138,"https://scholar.google.com/scholar?cites=14033325137561380221&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:feXnYdxiwMIJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=14033325137561380221&hl=en&num=20&as_sdt=0,48",https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1085&context=ssci_fac
Geographical tourism,4ocLnafmGbEJ,,Geographical indications and tourism destinations: An overview,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315147628-63/geographical-indications-tourism-destinations-stefano-ciani-michela-mason-andrea-moretti,"S Ciani, MC Mason, A Moretti",… handbook of gastronomic tourism,2019,"… of ‘geographical indications’ at a tourism destination. There is a … In this chapter, we focus on geographical indications, a specific … Using Geographical Information Systems (GIS) tools, we …",,"S Ciani, MC Mason, A Moretti - … handbook of gastronomic tourism, 2019 - taylorfrancis.com",18,"https://scholar.google.com/scholar?cites=12761484626699716578&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:4ocLnafmGbEJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=12761484626699716578&hl=en&num=20&as_sdt=0,48",
Geographical tourism,lFpvyRRUCyQJ,,The concept of the geography of tourism,https://www.emerald.com/tr/article-pdf/38/3/2/2366210/eb057879.pdf,P De Groote,The Tourist Review,1983,"… tourism as an object of geographic study from a number of perspectives. Firstly, the phenomenon of tourism … be emphasized in order to note geographic concerns and permit analysis of …",,"P De Groote - The Tourist Review, 1983 - emerald.com",18,"https://scholar.google.com/scholar?cites=2597262058364820116&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:lFpvyRRUCyQJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=2597262058364820116&hl=en&num=20&as_sdt=0,48",https://www.emerald.com/tr/article-pdf/38/3/2/2366210/eb057879.pdf
Geographical tourism,4U8347C2vtwJ,,Some remarks on the geography of tourism in Japan,https://www.jstor.org/stable/41143328,K Takeuchi,GeoJournal,1984,"… In Japan, in comparison with other branches of geography, the geography of tourism and … schools of geography; but it further derives from the nature and peculiarities of tourism and …",,"K Takeuchi - GeoJournal, 1984 - JSTOR",25,"https://scholar.google.com/scholar?cites=15906351804761722849&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:4U8347C2vtwJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=15906351804761722849&hl=en&num=20&as_sdt=0,48",
Geographical tourism,PhnFMCgu_v4J,,Evolutionary economic geography: Reflections from a sustainable tourism perspective,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315083742-8/evolutionary-economic-geography-reflections-sustainable-tourism-perspective-patrick-brouder,P Brouder,Tourism planning and development,2019,"… I highlight how a sustainable tourism perspective can also help to critique EEG theory and … economy critiques in economic geography. I conclude that sustainable tourism, at its best, is …",,"P Brouder - Tourism planning and development, 2019 - taylorfrancis.com",93,"https://scholar.google.com/scholar?cites=18374174279869995326&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:PhnFMCgu_v4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=18374174279869995326&hl=en&num=20&as_sdt=0,48",
Geographical tourism,J8HUdg7vCo4J,,Geographical information systems in sustainable rural tourism and local community empowerment: a natural resources management appraisal for Musina Municipality …,https://www.tandfonline.com/doi/abs/10.1080/26883597.2021.2011610,AI Ramaano,Local Development & Society,2023,"… geographic information systems in sustainable rural tourism … , environmental, and tourism reservoirs management situations… ) and geographic information systems to sustainable tourism …",,"AI Ramaano - Local Development & Society, 2023 - Taylor & Francis",62,"https://scholar.google.com/scholar?cites=10235255948555108647&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:J8HUdg7vCo4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=10235255948555108647&hl=en&num=20&as_sdt=0,22",
Geographical tourism,2V11s_aMe2UJ,,Geographical perspectives on Polish tourism,https://link.springer.com/article/10.1023/A:1007180910552,KR Mazurski,GeoJournal,2000,"… Tourism is of great importance for Poland because, through … to Lower Silesia where the tourism potential offers an important … of historic buildings for tourist use and the significance of the …",,"KR Mazurski - GeoJournal, 2000 - Springer",15,"https://scholar.google.com/scholar?cites=7312593411166789081&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:2V11s_aMe2UJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=7312593411166789081&hl=en&num=20&as_sdt=0,22",
Geographical tourism,UokUTERPp5EJ,Pdf,"Geographical Indication and Tourism: A Study on the Awareness, Factors Influence, and the Scope of GI Tagging in Kerala as a Rural Tourism Development …",https://www.researchgate.net/profile/Dileep-M-R-2/publication/381005151_Geographical_Indication_and_Tourism_A_Study_on_the_Awareness_Factors_Influence_and_the_Scope_of_Gi_Tagging_in_Kerala_as_a_Rural_Tourism_Development_Tool/links/665c7b73bc86444c7225abb0/Geographical-Indication-and-Tourism-A-Study-on-the-Awareness-Factors-Influence-and-the-Scope-of-Gi-Tagging-in-Kerala-as-a-Rural-Tourism-Development-Tool.pdf,"D Das, MR Dileep",International Journal of Hospitality & Tourism …,2023,"… level of the tourist for geographical indications, identify the factors influencing tourist buying … of GI tagging as a tool for rural tourism development in Kerala. Envisaged as a descriptive …",,"D Das, MR Dileep - International Journal of Hospitality & Tourism …, 2023 - researchgate.net",11,"https://scholar.google.com/scholar?cites=10495444611363014994&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:UokUTERPp5EJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=10495444611363014994&hl=en&num=20&as_sdt=0,22",https://www.researchgate.net/profile/Dileep-M-R-2/publication/381005151_Geographical_Indication_and_Tourism_A_Study_on_the_Awareness_Factors_Influence_and_the_Scope_of_Gi_Tagging_in_Kerala_as_a_Rural_Tourism_Development_Tool/links/665c7b73bc86444c7225abb0/Geographical-Indication-and-Tourism-A-Study-on-the-Awareness-Factors-Influence-and-the-Scope-of-Gi-Tagging-in-Kerala-as-a-Rural-Tourism-Development-Tool.pdf
Geographical tourism,aD8MX-wieXsJ,Pdf,Brief geographical and historic overview of tourism transnationalization,https://gtg.webhost.uoradea.ro/PDF/GTG-3-2020/gtg.31333-556.pdf,"D Ushakov, V Fedorchenko…",… Journal of Tourism …,2020,… mass tourism appeared on the geographical map of the world much later. The key feature of the tourist corporations of the second type is much stronger role of tour operating and tour …,,"D Ushakov, V Fedorchenko… - … Journal of Tourism …, 2020 - gtg.webhost.uoradea.ro",14,"https://scholar.google.com/scholar?cites=8897180937449389928&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:aD8MX-wieXsJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=8897180937449389928&hl=en&num=20&as_sdt=0,22",https://gtg.webhost.uoradea.ro/PDF/GTG-3-2020/gtg.31333-556.pdf
Geographical tourism,n6UsABymOUUJ,,The geography of tourism production: uneven disciplinary development?,https://www.tandfonline.com/doi/abs/10.1080/14616680050082517,"S Agarwal, R Ball, G Shaw, AM Williams",Tourism Geographies,2000,"… This paper seeks to review the understanding of the geography of tourism production in the UK, … agenda on the economic geography of tourism. We have three specific objectives: to …",,"S Agarwal, R Ball, G Shaw, AM Williams - Tourism Geographies, 2000 - Taylor & Francis",114,"https://scholar.google.com/scholar?cites=4988200701481756063&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:n6UsABymOUUJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=4988200701481756063&hl=en&num=20&as_sdt=0,22",
Geographical tourism,6Sm88I61h1cJ,Book,An introduction to the geography of tourism,https://books.google.com/books?hl=en&lr=&id=IPckEAAAQBAJ&oi=fnd&pg=PP1&dq=Geographical+tourism&ots=5bX6AZHy2l&sig=vLbJrIlJXMB9E0jyfiC4CWvR5uA,V Nelson,2021,2021,"… the geography of tourism in the same way geography as a whole is conceptualized. With the geography of tourism … and physical components at work in tourism, and each of the topical …",,V Nelson - 2021 - books.google.com,141,"https://scholar.google.com/scholar?cites=6307209428684515817&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:6Sm88I61h1cJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=6307209428684515817&hl=en&num=20&as_sdt=0,22",
Geographical tourism,4HXcIUHR6O0J,Html,The necessity to develop geographical tourism in diversification of tourism industry,https://cyberleninka.ru/article/n/the-necessity-to-develop-geographical-tourism-in-diversification-of-tourism-industry,"NA Nigmatullaevich, TOK Ugli",European science review,2021,"… geographical tourism from a geographical point ofview. However, there is no scientific and practical basis for the development of geographical tourism in … object of geographical tourism. …",,"NA Nigmatullaevich, TOK Ugli - European science review, 2021 - cyberleninka.ru",9,"https://scholar.google.com/scholar?cites=17143182059256968672&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:4HXcIUHR6O0J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=17143182059256968672&hl=en&num=20&as_sdt=0,22",
Geographical tourism,SKViqKPjD8UJ,,Tourist routes: A time-geographical approach on German car-tourists in Sweden,https://www.tandfonline.com/doi/abs/10.1080/14616680601092915,M Zillinger,Tourism Geographies,2007,"… in determining the course of the tourist routes is the geography of tourist amenities. It is clear … of time geography in this study has been shown to be helpful, and its use in other tourism-…",,"M Zillinger - Tourism Geographies, 2007 - Taylor & Francis",161,"https://scholar.google.com/scholar?cites=14199818442166674760&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:SKViqKPjD8UJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=14199818442166674760&hl=en&num=20&as_sdt=0,22",
Geographical tourism,JYdVce1guA4J,,Development of creative industries as regional leaders in national tourism efforts based on geographical indications,https://elibrary.ru/item.asp?id=77855335,R Saputra,Jurnal Bestuur,2020,… in synergy to develop Geographical Indications products as creative economic potential to develop national tourism based on regional superior products and Geographical Indications. …,,"R Saputra - Jurnal Bestuur, 2020 - elibrary.ru",61,"https://scholar.google.com/scholar?cites=1060704285170698021&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:JYdVce1guA4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=1060704285170698021&hl=en&num=20&as_sdt=0,22",
Geographical tourism,9pXF0cggGQ8J,Pdf,The importance of the concept and meaning of place in tourism geography,https://www.researchgate.net/profile/Ali-Movahed-5/publication/336609665_THE_IMPORTANCE_OF_THE_CONCEPT_AND_MEANING_OF_PLACE_IN_TOURISM_GEOGRAPHY/links/5fb01b5492851cf24cce8b6e/THE-IMPORTANCE-OF-THE-CONCEPT-AND-MEANING-OF-PLACE-IN-TOURISM-GEOGRAPHY.pdf,A Movahed…,Journal of Tourism …,2019,"… in geography will minimize the success of entire geographical studies in particular tourism geography. … This study aims to show how tourism geography in terms of formation, activity, and …",,"A Movahed… - Journal of Tourism …, 2019 - researchgate.net",33,"https://scholar.google.com/scholar?cites=1087936831871620598&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:9pXF0cggGQ8J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=1087936831871620598&hl=en&num=20&as_sdt=0,22",https://www.researchgate.net/profile/Ali-Movahed-5/publication/336609665_THE_IMPORTANCE_OF_THE_CONCEPT_AND_MEANING_OF_PLACE_IN_TOURISM_GEOGRAPHY/links/5fb01b5492851cf24cce8b6e/THE-IMPORTANCE-OF-THE-CONCEPT-AND-MEANING-OF-PLACE-IN-TOURISM-GEOGRAPHY.pdf
Geographical tourism,2fyhD-NUo3UJ,,Using educational tourism in geographical education,https://dergipark.org.tr/en/pub/rigeo/article/133609?issue_id=11182,"D Prakapıenė, L Olberkytė",Review of International Geographical …,2013,"… to the science of geography as learners are provided with an … of this method, educational tourism is becoming an important … for blending geography and educational tourism. The most-…",,"D Prakapıenė, L Olberkytė - Review of International Geographical …, 2013 - dergipark.org.tr",25,"https://scholar.google.com/scholar?cites=8476712257837989081&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:2fyhD-NUo3UJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=8476712257837989081&hl=en&num=20&as_sdt=0,22",https://dergipark.org.tr/en/download/article-file/115308
Geographical tourism,59ZczB4XeDsJ,,Connecting tourists to musical destinations: The role of musical geographical imagination and aesthetic responses in music tourism,https://www.sciencedirect.com/science/article/pii/S026151772300050X,"M Zhuang, H Zhang, P Li, C Shen, X Xiao, J Zhang",Tourism Management,2023,… This study adopts aesthetic responses to explore how musical geographical imagination … effects of musical geographical imagination integrating with aesthetics in tourism research; 2) …,,"M Zhuang, H Zhang, P Li, C Shen, X Xiao, J Zhang - Tourism Management, 2023 - Elsevier",55,"https://scholar.google.com/scholar?cites=4285200466488121063&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:59ZczB4XeDsJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=4285200466488121063&hl=en&num=20&as_sdt=0,22",https://drive.google.com/file/d/1gyQvppFG7-Ujc5mp20-RGesSR2PVxBVq/view
Geographical tourism,zXmGE-DNQpQJ,,Landscapes of tourism: A cultural geographic perspective,https://link.springer.com/content/pdf/10.1007/978-94-015-9584-1_11?pdf=chapter%20toc,T Terkenli,Tourism and the environment: Regional,2000,"… By use of cultural geographic theory and analytical approach, this chapter examines … created for and by tourism. The attempt to investigate impacts and images of tourism in the human …",,"T Terkenli - Tourism and the environment: Regional, economic …, 2000 - Springer",41,"https://scholar.google.com/scholar?cites=10683327628360186317&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:zXmGE-DNQpQJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=10683327628360186317&hl=en&num=20&as_sdt=0,22",https://link.springer.com/content/pdf/10.1007/978-94-015-9584-1_11?pdf=chapter%20toc
Geographical tourism,8r5pQd6bxKcJ,Pdf,Coffee value symbiosis toward a mountain geographical community-based tourism in Thailand,https://www.academia.edu/download/115779791/gtg.pdf,"B Sitikarn, K Kankaew, Y Sawangdee…",Geo Journal of Tourism …,2022,"… According to the national agro-tourism and CBT standards, researchers found Chiang Rai … geographical location in the most northern part of Thailand. With its mountainous geographical…",,"B Sitikarn, K Kankaew, Y Sawangdee… - Geo Journal of Tourism …, 2022 - academia.edu",33,"https://scholar.google.com/scholar?cites=12088958678651748082&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:8r5pQd6bxKcJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=12088958678651748082&hl=en&num=20&as_sdt=0,22",https://www.academia.edu/download/115779791/gtg.pdf
Geographical tourism,3CGqFi30EZEJ,Book,Seductions of place: geographical perspectives on globalization and touristed landscapes,https://www.taylorfrancis.com/books/oa-mono/10.4324/9780203645796/seductions-place-alan-lew-carolyn-cartier,"C Cartier, AA Lew",2004,2004,"… of places through tourism, in which aspects of tourism figure as a … geography and tourism and who have experienced the places and palimpsests of landscapes wrought by tourism’s …",,"C Cartier, AA Lew - 2004 - taylorfrancis.com",181,"https://scholar.google.com/scholar?cites=10453404684594586076&as_sdt=40000005&sciodt=0,22&hl=en&num=20","https://scholar.google.com/scholar?q=related:3CGqFi30EZEJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,22","https://scholar.google.com/scholar?cluster=10453404684594586076&hl=en&num=20&as_sdt=0,22",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203645796&type=googlepdf
